id,restaurant_id,date,Review,Rating,Comments
,25,05/07/16,“Embarrassingly poor quality... will not return.”,1,"MPW should be ashamed to have his name above the door of this restaurant. Simply the worst meal out endured by anyone in our party of 10 for some time. Main courses all steak, all with wrong accompaniments, wrong/no sauces, all brought to the table at different times, over half the steaks wrongly cooked - one meal did not turn..."
,25,05/07/16,“The food was below average”,1,"Considering this is meant to be a famous Chiefs restaurant I was actually quite shocked by the food, it really was not all that ! Infact the only part I enjoyed was the calamari , I order cheese garlic bread and it literally tasteless, this is usually one of my favourite things to order when I go to an Italian..."
,25,05/07/16,“Italian American food of excellent qualiy.”,5,"There is a varied menu featuring pizas, pasta, steaks, and more.There iis an extensive wine list, many of which can be bought by the glass."
,25,05/07/16,“Disappointing”,3,"Went here on a Thursday evening to avoid the crowds watching football in all the other chain restaurants nearby, hoping for something better. We thought it might be quieter here, in fact it was dead. Only two other tables were occupied. Nevertheless we decided to stay, as it was the food we were interested in, not the atmosphere. We both..."
,25,05/07/16,“Long wait and rubbish food”,1,There were five of us on our table and we arrived at our reserved table at 8 pm. We all ordered basic food such as lasagna and steak. Some of the main courses finally arrived at about 10:30 and to put it politely if you had popped around the corner to Tesco's and bought a microwave meal you would have...
,25,05/07/16,"“Good food, but a bit expensive”",4,"I went early in the evening, no wait. I ordered tagliatelle bolognese, which was done well. Service was good, restaurant was clean. A bit expensive, but that's to be expected in London."
,25,05/07/16,"“Really nice food, but sort your radio out!!”",4,"Had two lovely main meals; burger and the tagliatelle bolognese. Both were absolutely gorgeous. Also had cocktails which were great. The music playing sounded like a badly tunes car radio, buzzing constantly. Rally not fitting with the rest of the experience!"
,25,05/07/16,“Good food but let down by servce”,3,My wife and I recently had a reservation for Marco's on A Saturday night in May. We were greeted at the front and given the option of a table inside or on their outside balcony. As it was a mild night we chose the outside table. The young male waiter was very attentative and very good in conversing with us...
,25,05/07/16,“Fantastic food”,5,"We enjoyed great ribs, great burgers, great children's food and great Shiraz. All very reasonably priced and with good service. The adults didn't have room for puddings, but the children's sundaes were really good too. Well worth a visit if you are in the area."
,26,05/07/16,“Poor food quality”,1,"We had booked a table at MPW's Windsor to go with friends,we have previously been to his restaurant in Middlesex St London and it was superb.Windsor on the other hand was very poor terrible food,when it eventually arrived 20 min between first and last person getting main course and we were only a party of four.Bottles of water were tepid,the..."
,26,05/07/16,“sad experience”,2,"We went with friends to MPW in Windsor and were totally disappointed with our experience. We arrived just before our 8.30 booking. We were seated. We were asked if we would like water, which we agreed to a bottle of sparkling and still. These arrived at room temperature. We ordered wine and prosecco (which I though was over priced at..."
,26,05/07/16,“Nice place and nice service!!”,5,"Nice atmosphere and really nice food . The best it was the service , thanks for everything to our waitress Simona. I highly recommend this place in Windsor."
,26,05/07/16,“Loved it!!!”,4,"Had a lovely meal out with a bunch of friends, food was great and the service was exceptional, our waitress Simona really looked after us. The music could have been a little more lively but besides that it was fab! Big thumbs up :)"
,26,05/07/16,“Disappointed ”,2,"We went as a birthday treat and I have to say that we were left disappointed. As a large group we pre booked but when we arrived nothing was ready for us and the older gentleman showing us to the table was quite rude. The decor is nice, service was poor, very slow and food was ok (very garlicky and..."
,26,05/07/16,“Beautiful restaurant .... Shame about the food”,3,"It was our first visit to a MPW restaurant. First impressions beautifully decorated and furnished. We were shown to our table by Andi who seemed to be the only member of staff working that day ( plenty of Chiefs not enough Indians ) Andi was serving drinks taking food orders, serving and clearing tables he was rushed off his feet..."
,26,05/07/16,“First Rate”,5,"Excellent menu and good wines - Simona and her colleagues were great and made us feel really welcome. Unhurried and relaxed, a really pleasant eveing"
,26,05/07/16,“Very Disappointing!!!!”,2,"What a terrible shame!...We had booked for a celebration lunch for a couple of family members birthdays... Unfortunately, it really didn't have the celebration feel!!! Firstly, no one was there to meet us on arrival! When we were finally greeted we were asked at which table we wanted to sit! The restaurant was empty, and stayed that way for the..."
,26,05/07/16,“Very good”,5,Had a lovely night out with my husband. Good food and great service. Been before it was rebranded. Where not very impressed back then.... But given it a second chance. Very happy we did. We will be visiting again.
,26,05/07/16,"“Amazing service, great place, and superb food”",5,"I had one of the best meals in this lovely restaurant, girls serving us were very polite, helpfull ,service was very attentive. We had fritomisto to share, perfectyly cooked, and beautifuly cooked Chato, I would definitly recomend to friend and family. Big Thank you to whole staff for great evening."
,27,05/07/16,“Nice evening”,4,"My first visit here, my starter of calamari was amazing, my steak however was just ok, not hot enough to melt the butter sauce however it was cooked as I asked and it tasted good but the best bit of the main was the spinach with garlic and chilli. I had the cheese to finish, this was really lovely served..."
,27,05/07/16,“Girls special birthday night out - weekend in London”,5,"Booking the table, been greeted on the night, the attentiveness of the waiters was 5 star. All 6 of our starters, mains and sweets were delicious. The 3 course deal is great value for money, the wine Selections superb. Wonderful evening from staff at a little medical centre in Sheffield, thankyou."
,27,05/07/16,“We expected more from a Marco Pierre white restaurant - London Bridge”,1,"This was a very dissapointing night out to celebrate a birthday. Going on the reputation of marco Pierre white, we expected something special. Instead we received what could be best described as regular pub food in a hotel. The steak was OK. The fries that came with them looked and tasted like something you'd get from a frozen bag, bland..."
,27,05/07/16,“Nice ambient - not up to expectations ”,3,"Booking per internet flawless. Arrived early, but table was ready. Apero nice well presented. Service good, but attempt to be impeccable fails and is slightly humourous. Ordered set menu, 3 attempts later we actually received the correct menu and then we could order. Food quality was good, however lower than the expectations I have from such a renowned chefs restaurant...."
,27,05/07/16,“Fixed price dinner is good value for London”,4,"For £30 per person, you can choose three courses from the fixed price menu and get a glass of house wine. All three courses were well prepared and the service was attentive. Overall, a very good experience."
,27,05/07/16,“Less than average ”,2,"Asked for medium rare steak - it was blue, chips were cold. Poor service, sat 20 mins with plate on table before taken away. Hardly anyone in. Don't understand why such a bad experience??"
,27,05/07/16,“Birthday Treat”,5,"First visit to Marco Pierre White's Steakhouse Restaurant and enjoyed very much. Staff attentive,polite and friendly. Will definitely visit again!"
,27,05/07/16,"“Restaurant at Millenium Copthorne, Chelsea FC”",5,This restaurant is fantastic. Thursday night is Steak night with 50% off the price of steaks. The triple cut chips are wonderful. Very friendly and helpful staff. I had crab cocktail for starter and it was full of crabmeat and the right amount of salad. Well worth a visit
,27,05/07/16,“Lovely Groupon deal and great service!”,4,"I booked this deal on Groupon (2 Steak meals including sauce, hand cut chips and a glass of wine each for £39) for my boyfriend's birthday. The service was excellent, the restaurant wasn't too busy so they fussed over us quite a lot and gave us a free glass of prosecco. The only reason I haven't given them the full..."
,27,05/07/16,“Disappointing”,3,"We visited MPW on a Saturday night, and having visited the one in Birmingham many times we were expecting it to be of a similar standard and experience; this was not the case. The decor is beautiful, as anticipated, however there was a distinct lack of atmosphere. The menu is not extensive at these steakhouses anyway but there were also..."
,28,05/07/16,"“Great food, fantastic atmosphere!”",5,"A well presented establishment, with fabulous food, and service. Staff couldn't do enough for us, which made our experience an even more enjoyable one. Will visit again!"
,28,05/07/16,“A superb experience all round”,5,"My husband and I had lunch at Bardolino shortly after its opening day, we loved it so much we booked to take our two children there for dinner a few days later. Both visits were exceptional, the staff were friendly and professional, nothing was too much trouble. The food was delicious (I particularly enjoyed the antipasti, and florentine pizza, followed..."
,28,05/07/16,“Fabulous lunch with amazing service ”,5,This was my third visit to this lovely new italian in Congresbury. The service was excellent- nothing was too much trouble. Great food beautifully presented in a great setting and great value for money. A fantastic addition to the Club.
,28,05/07/16,“Wonderful first experience”,5,"Wow, what a great surprise I had walking into the newly refurbished Bardolino restaurant. I am a local resident and this certainly a welcome addition for the community. The food is very well presented and delicious, my husband and I had the meatballs for main course and these melted in the mouth and the best I have ever tasted. We..."
,28,05/07/16,“great food with good atmosphere”,5,"booked a table with 11 friends shortly after the restaurant opened, service and food were fab! a few of us shared meals so that we could try a selection of meals and they were all amazing. would recommend to others."
,28,05/07/16,“A Fabulous Experience”,5,"Me and My partner visited the new Bardolinio restaurant earlier in the week. May I say what an improvement! The layout and design is lovely and completely different from before which had been the same for many years. We Both had pizza and it was delicious, very fresh and portions were perfect. Staff were very polite and great service provided."
,28,05/07/16,“Great value for money ”,5,"Had a lovely meal, kids enjoyed their pizzas and desserts were amazing. Coffee in a glass is very unique a lovely touch. Service was excellent lovely waitress who served us. Good experience all round. Would recommend to anyone business or pleasure."
,28,05/07/16,“A great evening with lovely food & service”,5,I have been twice to this newly opened restaurant based in Congresbury. Both times the food has been amazing and the service outstanding. Thank you very much for two great evenings.
,28,05/07/16,“Amazing Restaurant and food”,5,"Ate here with a friend for a catch up evening. Lovely new concept for casual eating. Staff were friendly and attentive, food was amazing. Would definitely recommend and will be back"
,28,05/07/16,“Never Again”,2,"Travelled down from Surrey to try this new restaurant with friends. When we turned up for our reservation we were disappointed to hear that the specific table my friend had booked had been taken, Ok fair enough..not the end of the world we were shown to a different table. The draught beer was unavailable. We ordered a started to share,..."
